Alter:23|AnzahlSportarten: 1|Regelmaessig:6|Pro Woche:35|Mo:Di:Mi:Do:Fr:Sa:So:|Strukturiert:5.0||Abends|
02.01.2020,07:34,Sleep:2.0,Heute Sport
Temperatur:-2.95,Feels Like:-8.22,Wetter:Klarer Himmel,2020-01-02 09:00:00,Temperatur:0.55,Feels Like:-5.36,Wetter:Klarer Himmel,2020-01-02 12:00:00,Temperatur:0.49,Feels Like:-4.62,Wetter:Klarer Himmel,2020-01-02 15:00:00,Temperatur:0.57,Feels Like:-5.08,Wetter:Klarer Himmel,2020-01-02 18:00:00,Temperatur:1.5,Feels Like:-3.84,Wetter:Klarer Himmel,2020-01-02 21:00:00,Temperatur:3.16,Feels Like:-2.1,Wetter:Ein paar Wolken,2020-01-03 00:00:00,
03.01.2020,00:36,Essen:2.0
03.01.2020,00:36,Essen:5.0
03.01.2020,00:36,Essen:3.0
03.01.2020,00:36,Start:21:10,End:22:40,Geplannt
03.01.2020,10:14,Sleep:2.0,Heute kein Sport
Temperatur:6.71,Feels Like:1.86,Wetter:Bedeckt,2020-01-03 12:00:00,Temperatur:7.34,Feels Like:2.77,Wetter:Leichter Regen,2020-01-03 15:00:00,Temperatur:7.67,Feels Like:2.34,Wetter:Miger Regen,2020-01-03 18:00:00,Temperatur:4.36,Feels Like:-0.62,Wetter:Leichter Regen,2020-01-03 21:00:00,Temperatur:3.11,Feels Like:-1.9,Wetter:Leichter Regen,2020-01-04 00:00:00,
04.01.2020,03:51,Essen:3.0
04.01.2020,03:51,Essen:2.0
04.01.2020,03:51,Essen:2.0
04.01.2020,11:54,Sleep:1.0,Heute kein Sport
Temperatur:5.16,Feels Like:-1.75,Wetter:Leichter Regen,2020-01-04 12:00:00,Temperatur:5.47,Feels Like:-1.99,Wetter:Leichter Regen,2020-01-04 15:00:00,Temperatur:5.31,Feels Like:-1.37,Wetter:Leichter Regen,2020-01-04 18:00:00,Temperatur:3.35,Feels Like:-0.78,Wetter:Leichter Regen,2020-01-04 21:00:00,Temperatur:2.5,Feels Like:-0.51,Wetter:berwiegend bewlkt,2020-01-05 00:00:00,
04.01.2020,11:54,Essen:3.0
04.01.2020,16:06,Essen:4.0
05.01.2020,12:13,Essen:4.0
05.01.2020,12:14,Sleep:2.0,Heute vielleicht Sport
